filepath,label
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\3b03d630-d2a3-4c76-9c95-0783b50895d8___NREC_B.Spot 9168.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\3b3fcf17-b337-4548-b27f-f2b501c035c0___NREC_B.Spot 1942.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\3b9a94fb-856a-4576-94e3-6c16bf01118f___JR_B.Spot 8956.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\3bb93b52-4419-4882-9a35-0533f48757df___JR_B.Spot 3311.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\3d0ebe4c-591f-490f-b389-cd8f424acbba___JR_B.Spot 9041.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\3d203d3a-3614-4ddf-9956-0c6a12208c7e___JR_B.Spot 3391.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\3d87a319-d032-4bac-9b6c-0160a23531b9___NREC_B.Spot 1853.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\3ecf6ae1-56d9-47c0-bedb-af7954dbc3c6___JR_B.Spot 8953.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\3f365db3-6af8-4113-97f1-1c8771cab676___NREC_B.Spot 1789.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\3f436076-8f23-46e8-a730-08bffac34ea4___JR_B.Spot 3379.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\3ff12256-cb79-4a74-8c2f-2df51b31d646___NREC_B.Spot 9242.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\411c6355-117b-4762-80d9-d78556c4e9a1___NREC_B.Spot 1815.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\41c041c0-d17a-4be1-b2b8-a46a816fbda5___NREC_B.Spot 9192.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\41fed9b9-d409-4b56-a9d6-3e98f31a4e3a___JR_B.Spot 3275.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\42268507-28e9-4fb2-bd74-a2afdb3eebfa___JR_B.Spot 3240.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\42ec2c4f-8cb7-47b2-ba27-0950b0b18395___NREC_B.Spot 9143.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\42ef264d-f255-4674-885a-0921a0e7f649___JR_B.Spot 9022.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\43aa27d3-3a37-4245-8b20-984512abfc6c___JR_B.Spot 3386.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\43fb5703-5a76-47cf-b027-42a9bd601401___JR_B.Spot 9033.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\4434e395-4f3d-435d-9101-ece6be005fd6___JR_B.Spot 8928.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\447735c7-b650-4ef6-a53b-8fb661470de3___JR_B.Spot 3370.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\4495c311-4a29-4d3b-9805-e63ec24e805f___JR_B.Spot 9082.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\44dd61ff-4a53-4657-8340-4bd56d8d5dae___JR_B.Spot 8911.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\45c9c618-5b71-4d9d-a08a-4bd3ceaa0be4___NREC_B.Spot 9178.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\45de9eff-47b2-4e93-941a-11eeedbefc4f___NREC_B.Spot 1945.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\4614ed01-e120-4ae9-8f13-028fa8297873___JR_B.Spot 8985.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\4617631e-a75a-4cd0-a1f5-c06ed41a182a___JR_B.Spot 3281.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\462d2266-b71d-4bd0-b1da-8bf71439f5cd___JR_B.Spot 3192.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\4702d273-50d0-4b7c-b759-7ef62cdb441f___NREC_B.Spot 1828.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\4777008f-3144-44df-b230-e94725e711d2___NREC_B.Spot 1979.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\47773ddb-e400-4a5d-87ec-ce711044c31e___NREC_B.Spot 9235.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\490afec2-acdf-4b61-b137-43d43285817c___JR_B.Spot 8949.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\4911efb7-feaf-4602-a028-68b77294c06f___JR_B.Spot 3255.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\49df8e8e-ecbb-4a62-b417-16f662d67b09___JR_B.Spot 9042.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\4a1ba341-501b-4f74-879b-61a9e29a8f9a___NREC_B.Spot 9211.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\4b70a1bf-7bee-41d1-b4ff-415307d6d1ca___NREC_B.Spot 1808.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\4bad40b0-af40-4deb-820c-edbcbb9ea372___NREC_B.Spot 1843.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\4bfd707f-94f4-442d-9dfc-8a96b51653d4___JR_B.Spot 3334.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\4c2444b0-9bf1-4672-a118-dbde778fdab0___JR_B.Spot 8937.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\4c34e3ed-523a-414d-b28d-52078277cb67___NREC_B.Spot 9174.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\4c664b0a-9ee7-48c2-aaf4-d54e34f5edd3___JR_B.Spot 9060.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\4c6a8199-896f-4cbf-8db4-3baa021a9e1c___NREC_B.Spot 9247.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\4cf90b49-1b89-422e-84ae-2e2fcfc2fa02___JR_B.Spot 3362.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\4d20e159-894a-4718-a9f8-e866e7c5a3d9___JR_B.Spot 9025.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\4d42924a-13e0-4e26-b131-2125e154c542___NREC_B.Spot 9220.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\4d9ffd2f-2740-42f0-9679-c00961ec8f71___NREC_B.Spot 9226.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\4e380ba7-b5dc-46e3-850e-b52a775378d0___NREC_B.Spot 9107.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\4ed61fe2-848f-40a3-ba6d-e81b0564bfec___JR_B.Spot 8865.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\4f539b76-13f8-43ab-a630-0cc6b1461bc9___JR_B.Spot 3381.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\4fc91e77-fdbc-4041-a510-b267ebbc4bb9___NREC_B.Spot 9055.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\507d59c4-b6a3-4d94-bbfb-fd763b4033ad___JR_B.Spot 3223.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\50d0c9c6-94ad-46aa-a94f-5a595eb65998___NREC_B.Spot 1946.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\51227dc9-baed-4d63-92ec-70f3361b480b___NREC_B.Spot 9161.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\5149fd50-acad-4a4f-a098-a5378d31479e___NREC_B.Spot 9142.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\517e3352-9e28-4b42-970b-2aa198203960___JR_B.Spot 8855.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\51f564c9-28a3-4352-960c-9d88445d36d9___NREC_B.Spot 1794.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\531eb612-a03c-45a5-95b4-d141d50dd0dc___JR_B.Spot 3203.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\532c9cb3-3018-4217-b59c-c16b8473423d___JR_B.Spot 3339.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\532fab13-878e-4fe9-af94-302ed3e0a906___NREC_B.Spot 1885.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\5393f88f-ab0b-4b96-bc56-a76eeb106095___JR_B.Spot 8851.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\5577c999-dcb2-473a-8455-9972b4ff19ea___NREC_B.Spot 9205.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\5579d5a5-ca6a-4a13-ae08-4f791fdc2e2a___NREC_B.Spot 1826.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\5640520e-087c-41ae-b462-c30d8aa51aab___JR_B.Spot 8914.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\56a3748f-881d-4adb-ab0a-85b5cc6883a9___NREC_B.Spot 9180.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\56c2ec78-14d2-4445-be5d-77a8db483e2a___NREC_B.Spot 1803.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\57d9d6f1-8f81-4b5b-8985-c82b136a6c4c___JR_B.Spot 8846.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\57ff0455-861f-4f25-9598-c2954ca44027___JR_B.Spot 3115.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\59b6bff9-4aca-4bf4-a129-21179e9cebae___JR_B.Spot 9069.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\5bdf4dcc-7f67-4dc6-92a3-671c6dd4c61f___JR_B.Spot 8942.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\5c421e64-d609-4e2d-9b4f-aa836b4f9864___NREC_B.Spot 1962.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\5d464619-91ea-4a7e-b992-622b478c92b9___JR_B.Spot 3346.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\5d8f861b-e216-4239-ab39-3c55d63dd9d6___NREC_B.Spot 1907.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\5e0a97ce-9b9d-4528-ae61-28aeab5809aa___NREC_B.Spot 1830.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\5f4f7469-3f1c-4f29-a5f7-68f2e57ce261___JR_B.Spot 9030.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\602b5122-fee8-4615-aaf1-91dcfd54125f___JR_B.Spot 9066.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\6053bc44-28f5-48db-b21b-df8c16351222___JR_B.Spot 3173.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\6103f8b9-13cd-4a76-a501-33ebe9d24427___JR_B.Spot 8936.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\61764b09-9bb9-44b3-af94-d3408045b7c3___NREC_B.Spot 1891.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\61ec5d27-b456-4164-9bb2-71443e542775___JR_B.Spot 8843.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\61ff52bd-c262-4198-8067-76d89a0468a9___NREC_B.Spot 9176.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\637cbc00-46b3-4c63-aa26-1b496dc1c080___JR_B.Spot 3137.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\642a8e92-aaea-4f20-8b59-29b541cb2611___NREC_B.Spot 9183.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\64367d1d-8954-432d-94bf-9ee75a812a85___NREC_B.Spot 1890.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\648a0b23-8a55-4530-a0a0-b04882298d24___NREC_B.Spot 1839.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\6565f5ba-8e68-4d1a-b267-b12bfd73f3ef___JR_B.Spot 3252.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\65a84ec0-79dc-4ae3-bfce-81c3f4b50a08___JR_B.Spot 8858.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\65d4487f-5ee0-4925-8e7f-ba4a61c76750___NREC_B.Spot 9070.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\65de6d37-4ea5-4ac7-af08-a974eb5b501a___NREC_B.Spot 9106.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\65fc5138-b38a-42d6-a892-1441585ceebd___NREC_B.Spot 9057.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\66078e98-f5db-446d-8d34-f6268d8703e0___JR_B.Spot 3285.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\665fd560-82b6-4af9-8f0a-0dbace910cb2___JR_B.Spot 9062.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\66d4cd59-bc59-49cc-9a94-dafa07318fb4___JR_B.Spot 8975.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\67e58468-8546-4324-8e1e-ae10abf2cb5b___JR_B.Spot 9099.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\67fb9590-9c1b-47f0-b5e2-f7377136bcba___NREC_B.Spot 1845.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\691e5cbb-f7af-48fd-a5f6-2afce9e7c247___NREC_B.Spot 1867.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\69e109a9-8cfb-427e-8e3c-f327edb59164___JR_B.Spot 9081.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\6b1b260e-fab5-4a73-936c-5592119c13fe___NREC_B.Spot 1952.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\6b645d69-0103-40e0-b459-9cdf2ef888e7___JR_B.Spot 3253.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\6c475c34-fcf6-4386-97f3-a08424dc0401___NREC_B.Spot 1801.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\6c859178-38ef-450e-8e93-c357957f5608___NREC_B.Spot 9061.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\6cb54c8d-be3e-48d1-a6ac-08eeb93d6201___JR_B.Spot 3401.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\6cf6e676-20a1-45bc-8f5f-48445e5cbaa8___NREC_B.Spot 9086.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\6cfc68b9-20d0-4a6c-ac75-16404a37a070___JR_B.Spot 3178.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\6d15afc9-3066-4ce4-811c-97da31711bf3___NREC_B.Spot 9157.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\6d21b1fe-9e5d-4586-9726-14844ad5116f___JR_B.Spot 3120.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\6e1e07ba-212d-4494-b8bf-73d12d720c20___JR_B.Spot 3392.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\6e698a9c-27ae-4ebb-a041-c8f06a69d664___JR_B.Spot 3133.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\6ea47428-2b33-473f-be41-a775ca04958f___NREC_B.Spot 9231.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\6fc860ea-46cd-4b40-8d53-27c1ebf95935___NREC_B.Spot 1836.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\72572ac8-d26b-4684-8e8c-7b396677f2fc___NREC_B.Spot 9191.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\729b55d7-2a99-4861-910d-3b4e2bbce13a___JR_B.Spot 9036.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\7342a0fb-dccd-40c6-875a-0fcf3986f112___NREC_B.Spot 1824.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\74d34f82-c2f1-4a60-8463-3c45717aac22___NREC_B.Spot 1904.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\75faa1f4-e20f-4bb2-811f-9cbd757c652c___JR_B.Spot 9006.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\7642e377-d6af-4092-ae84-a1fa10a7f1e1___NREC_B.Spot 1914.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\77025edb-ef4e-4a72-a8d8-f4c12d43d91c___NREC_B.Spot 9083.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\7746a606-48e8-41b1-92ab-ee511f52057d___JR_B.Spot 8930.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\785a6edb-1d68-4fce-aa9f-2c8dbed92044___NREC_B.Spot 1822.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\7882ce4f-9820-4e9f-978f-ccd7d1c75e16___NREC_B.Spot 1968.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\78bed62c-8645-4956-a9c0-c6709e254a43___JR_B.Spot 3099.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\794eb318-4b89-4774-89af-76131cf7b793___NREC_B.Spot 1920.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\7972395e-d2f0-4cf8-a4b5-ac4ca91d4a6e___JR_B.Spot 9075.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\799cf6ba-63c7-442c-b33a-4b1d31b00eac___NREC_B.Spot 1852.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\79aa6f93-2261-4e77-a452-c6d09f836ba3___JR_B.Spot 3126.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\79b51b11-8ce2-4166-be8c-699522bacbd0___JR_B.Spot 8968.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\7a77bf9c-a881-49bd-9bcf-a3fae89788b1___NREC_B.Spot 1793.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\7a901ea0-0ebe-41fa-9585-f74f6ce49d17___JR_B.Spot 8859.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\7b21dafb-0173-4762-8fb5-8bb9b0aa604c___JR_B.Spot 3149.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\7b3f4992-f771-4b6e-b25f-7ec4c5823c88___JR_B.Spot 8951.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\7b3f55a2-eeeb-4a88-98dd-f065ea4a777f___JR_B.Spot 3212.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\7b499cbf-4eb9-4ce8-8aaf-ad09313ec315___NREC_B.Spot 1817.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\7b7b589f-1bb8-43fb-8fa0-b510e200dd99___JR_B.Spot 9061.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\7beb562a-e1b0-40a2-8b44-fd892051da87___JR_B.Spot 8989.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\7cca52ca-c5bb-4670-aa24-c956c828db39___JR_B.Spot 8982.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\7d2eeb0b-77d8-4de5-8739-adca95edd4a2___JR_B.Spot 8946.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\7d70e888-152f-46ae-8ce9-f838195b881f___NREC_B.Spot 1935.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\7d8da270-f47d-4422-9855-c8a4c93839ba___JR_B.Spot 9087.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\7e08147f-d930-4854-a1de-300e53834534___JR_B.Spot 3127.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\7f9fc159-4db8-4e64-93eb-47e1f323d981___JR_B.Spot 8872.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\81d96896-2e99-4eaf-b86e-c2d8c6a3eabb___NREC_B.Spot 1818.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\820a7257-dc1d-46af-ba5a-b006c35fc1b1___JR_B.Spot 3116.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\8289c053-a0c4-4740-9fd8-fd316b6f5688___JR_B.Spot 3299.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\8294cabb-990b-4e0b-9351-441c91fa9e28___NREC_B.Spot 1941.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\8295d0d3-a2b8-4f32-ac02-7e0ee8f75406___NREC_B.Spot 1790.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\8344bdaa-cb73-4046-bdc0-4657564ccef8___JR_B.Spot 3170.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\8485adde-4e43-4c10-a9b1-be320de27869___NREC_B.Spot 9164.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\84c56927-7b27-4cc8-88d1-d4cd544cabe4___NREC_B.Spot 9185.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\84d20d35-2bd6-4bab-aa96-d4dcc402dcf0___NREC_B.Spot 9228.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\858e8261-f962-4ce6-825c-d498e24e957c___JR_B.Spot 3273.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\8695a15f-cdb4-444f-817b-7f4fc22a7a7a___NREC_B.Spot 9230.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\86ef217d-b405-48b5-9cb0-cfaf47f61b15___NREC_B.Spot 9088.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\8860c32a-65de-4346-9ccb-c9d78588805b___JR_B.Spot 3194.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\88a00319-c477-422b-bc43-91d03382f8c7___JR_B.Spot 3402.JPG,Pepper__bell___Bacterial_spot
D:/Final_project_data/Train\Pepper__bell___Bacterial_spot\895a07dd-367e-4e79-8730-27bec5d951e9___JR_B.Spot 3259.JPG,Pepper__bell___Bacterial_spot
